Frequency Band,dB Value
36,-90.0
39,-90.0
42,-90.0
45,-90.0
48,-86.875
52,-82.796875
55,-82.4140625
59,-80.3984375
63,-73.1328125
68,-71.9609375
73,-69.0390625
78,-64.1171875
84,-68.7109375
90,-61.0078125
96,-64.484375
103,-59.7109375
110,-62.1640625
118,-62.1171875
127,-57.5
136,-56.2421875
146,-53.4609375
156,-39.09375
167,-36.5234375
179,-37.921875
192,-33.015625
206,-31.984375
221,-39.5390625
237,-47.671875
254,-51.53125
272,-56.15625
292,-52.6875
313,-35.2265625
335,-28.0625
359,-28.828125
385,-25.796875
412,-29.2421875
442,-37.796875
474,-27.359375
508,-28.390625
544,-29.0546875
583,-21.5625
625,-19.96875
670,-14.34375
718,-15.6796875
769,-17.4609375
825,-12.390625
884,-12.7109375
947,-21.7578125
1020,-18.8984375
1090,-17.0859375
1170,-15.1484375
1250,-15.078125
1340,-32.6015625
1440,-28.6015625
1540,-29.0078125
1650,-34.8671875
1770,-36.515625
1890,-37.4375
2030,-40.1328125
2180,-35.734375
2330,-35.1875
2500,-31.7265625
2680,-33.28125
2870,-33.453125
3080,-44.0703125
3300,-40.078125
3540,-39.2265625
3790,-41.7890625
4060,-38.8125
4350,-34.375
4670,-28.2578125
5000,-26.6796875
5360,-33.03125
5740,-35.9140625
6160,-33.40625
6600,-29.90625
7070,-27.8828125
7580,-37.9296875
8120,-34.9296875
8710,-33.3125
9330,-32.609375
10000,-34.140625
10720,-33.7578125
11490,-41.15625
12310,-43.421875
13200,-50.6484375
14140,-56.5234375
15160,-61.078125
16250,-70.703125
17410,-72.796875
18660,-72.3359375
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-90.0
42,-90.0
45,-90.0
48,-90.0
52,-89.328125
55,-87.875
59,-85.203125
63,-85.4296875
68,-82.640625
73,-82.0546875
78,-83.390625
84,-85.6484375
90,-79.8984375
96,-74.6640625
103,-71.8828125
110,-69.3515625
118,-66.8203125
127,-62.0703125
136,-55.09375
146,-47.984375
156,-34.6640625
167,-28.5546875
179,-27.671875
192,-35.4296875
206,-42.109375
221,-49.1484375
237,-53.34375
254,-52.9765625
272,-54.0390625
292,-44.359375
313,-36.0390625
335,-29.734375
359,-27.5
385,-30.203125
412,-44.265625
442,-41.2578125
474,-25.9765625
508,-25.140625
544,-21.1953125
583,-31.0703125
625,-34.9765625
670,-27.75
718,-22.9921875
769,-28.4921875
825,-29.90625
884,-23.5703125
947,-20.1875
1020,-29.3203125
1090,-27.9765625
1170,-29.671875
1250,-34.2734375
1340,-34.0390625
1440,-34.0625
1540,-30.859375
1650,-33.1796875
1770,-36.578125
1890,-34.875
2030,-30.8984375
2180,-35.0546875
2330,-36.1875
2500,-30.1015625
2680,-27.859375
2870,-32.5234375
3080,-35.28125
3300,-31.546875
3540,-35.703125
3790,-35.2578125
4060,-32.890625
4350,-31.8671875
4670,-26.4140625
5000,-30.7890625
5360,-28.203125
5740,-28.546875
6160,-32.40625
6600,-32.8359375
7070,-27.5546875
7580,-32.2109375
8120,-31.0078125
8710,-32.8125
9330,-30.5703125
10000,-29.9921875
10720,-31.1953125
11490,-38.5859375
12310,-41.3046875
13200,-46.2890625
14140,-52.9296875
15160,-55.671875
16250,-63.640625
17410,-67.21875
18660,-67.8359375
20,-90.0
21,-90.0
22,-90.0
24,-90.0
26,-90.0
28,-90.0
30,-90.0
32,-90.0
34,-90.0
36,-90.0
39,-90.0
42,-90.0
45,-90.0
48,-90.0
52,-90.0
55,-90.0
59,-90.0
63,-90.0
68,-90.0
73,-88.7890625
78,-87.6484375
84,-86.6328125
90,-82.59375
96,-79.2421875
103,-79.1015625
110,-66.6796875
118,-57.53125
127,-56.046875
136,-56.3984375
146,-53.3359375
156,-50.7578125
167,-47.34375
179,-46.46875
192,-48.109375
206,-53.078125
221,-55.1328125
237,-50.2265625
254,-50.0078125
272,-54.5390625
292,-50.0703125
313,-46.6640625
335,-43.0
359,-37.3984375
385,-37.03125
412,-39.953125
442,-38.0703125
474,-38.578125
508,-43.1015625
544,-39.9921875
583,-45.015625
625,-44.40625
670,-46.546875
718,-41.7890625
769,-47.28125
825,-48.703125
884,-42.3671875
947,-38.984375
1020,-48.109375
1090,-46.765625
1170,-48.46875
1250,-53.0625
1340,-52.828125
1440,-52.859375
1540,-49.65625
1650,-46.1875
1770,-39.546875
1890,-38.875
2030,-46.3203125
2180,-48.2265625
2330,-47.1640625
2500,-41.6640625
2680,-42.96875
2870,-50.8359375
3080,-46.921875
3300,-50.3515625
3540,-54.5
3790,-54.0546875
4060,-51.6875
4350,-50.671875
4670,-45.2109375
5000,-47.78125
5360,-47.0078125
5740,-47.3515625
6160,-51.2109375
6600,-51.640625
7070,-46.359375
7580,-51.015625
8120,-49.8125
8710,-51.609375
9330,-49.3671875
10000,-48.8046875
10720,-50.0078125
11490,-57.3984375
12310,-60.1171875
13200,-65.1015625
14140,-71.1484375
15160,-72.7890625
16250,-76.359375
17410,-77.0546875
18660,-77.2421875
