Frequency Band,dB Value
Band 30,-96.59375
Band 31,-81.671875
Band 32,-70.7109375
Band 33,-66.4765625
Band 34,-62.4375
Band 35,-61.671875
Band 36,-62.09375
Band 37,-62.8671875
Band 38,-61.5390625
Band 39,-59.4453125
Band 40,-55.796875
Band 41,-52.8984375
Band 42,-69.7890625
Band 43,-62.0546875
Band 44,-62.2734375
Band 45,-61.015625
Band 46,-57.3671875
Band 47,-53.3203125
Band 48,-52.4140625
Band 49,-51.234375
Band 50,-49.703125
Band 51,-45.6328125
Band 52,-63.7265625
Band 53,-58.1328125
Band 54,-59.984375
Band 55,-62.359375
Band 56,-63.0625
Band 57,-58.4765625
Band 58,-67.09375
Band 59,-68.2421875
Band 60,-67.921875
Band 61,-52.171875
Band 62,-67.125
Band 63,-67.3203125
Band 64,-52.875
Band 65,-66.3671875
Band 66,-62.03125
Band 67,-63.1328125
Band 68,-66.1640625
Band 69,-67.8515625
Band 70,-62.6640625
Band 71,-66.65625
Band 72,-62.6328125
Band 73,-66.796875
Band 74,-65.2265625
Band 75,-62.7890625
Band 76,-67.6953125
Band 77,-67.40625
Band 78,-65.703125
Band 79,-66.8203125
Band 80,-58.875
Band 81,-60.03125
Band 82,-61.7421875
Band 83,-59.7734375
Band 84,-65.7109375
Band 85,-63.234375
Band 86,-65.953125
Band 87,-71.1640625
Band 88,-76.234375
Band 89,-74.4453125
Band 90,-73.8359375
Band 91,-75.7890625
Band 92,-77.296875
Band 93,-78.359375
Band 94,-82.4296875
Band 95,-87.9921875
Band 96,-83.046875
Band 97,-91.0078125
Band 98,-102.8828125
Band 99,-102.7734375
Band 100,-107.4140625
Band 101,-110.6796875
Band 102,-110.2578125
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80d\x80>\x81`\x83f\x840\x86|\x86\\\x88&\x89\xa4\x8a\x00\x80\x00\x80>\x82\xe2\x87d\x924\x9a\x9c\x97h\x9fT\xaeJ\xb9\x86\xbd\x90\xc1T\xc2\xe8\xc1""\xc1v\xc2\x8e\xc44\xc8\x1a\xcb6\xba\xf2\xc1\xba\xc1\xfc\xc2\xa2\xc6\xae\xca\x96\xcb\xc4\xccL\xce^\xd2F\xc0\xde\xc5\x04\xc4\xa4\xc1\xf0\xc0\x86\xc5\xe8\xbc\xc2\xbb\x14\xbc\xd4\xcb\xe0\xbc\xae\xbc \xcb\xa2\xbd\xf8\xc1\xde\xc0\xd6\xbd&\xbcV\xc1X\xbd^\xc14\xbd\xc6\xbe6\xc1N\xbc\x98\xbcL\xbe.\xbd \xc5\xf8\xc3B\xc2:\xc4J\xbe\xc4\xc0\x0c\xbe\xd6\xb8\xc4\xb3\x8e\xb5*\xb66\xb4\xb4\xb2\xa4\xb1\x92\xad\x02\xa8\xf4\xac\xfe\xa4\x1e\x99:\x99\x96\x94R\x91\xbe\x91'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-126.390625
Band 15,-125.78125
Band 16,-124.7578125
Band 17,-123.2265625
Band 18,-121.0078125
Band 19,-120.2265625
Band 20,-119.3984375
Band 21,-117.375
Band 22,-116.2421875
Band 23,-128.0
Band 24,-128.0
Band 25,-128.0
Band 26,-123.859375
Band 27,-107.515625
Band 28,-105.5390625
Band 29,-108.1328125
Band 30,-100.3359375
Band 31,-85.4140625
Band 32,-74.453125
Band 33,-70.21875
Band 34,-66.1796875
Band 35,-65.421875
Band 36,-65.8359375
Band 37,-66.609375
Band 38,-57.0390625
Band 39,-55.90625
Band 40,-55.921875
Band 41,-54.2421875
Band 42,-69.1171875
Band 43,-65.796875
Band 44,-66.015625
Band 45,-64.7578125
Band 46,-61.1171875
Band 47,-57.0625
Band 48,-56.15625
Band 49,-52.7890625
Band 50,-49.65625
Band 51,-49.375
Band 52,-62.875
Band 53,-61.8828125
Band 54,-63.7265625
Band 55,-52.0625
Band 56,-51.28125
Band 57,-60.453125
Band 58,-67.359375
Band 59,-49.375
Band 60,-44.296875
Band 61,-56.0
Band 62,-69.4453125
Band 63,-70.8984375
Band 64,-56.6953125
Band 65,-67.0390625
Band 66,-65.859375
Band 67,-66.953125
Band 68,-69.9921875
Band 69,-71.6796875
Band 70,-66.484375
Band 71,-70.484375
Band 72,-66.4609375
Band 73,-70.6171875
Band 74,-69.046875
Band 75,-61.8515625
Band 76,-59.921875
Band 77,-64.921875
Band 78,-69.2421875
Band 79,-70.328125
Band 80,-57.3125
Band 81,-54.8515625
Band 82,-65.125
Band 83,-63.6015625
Band 84,-69.53125
Band 85,-66.2578125
Band 86,-69.4140625
Band 87,-73.6328125
Band 88,-71.046875
Band 89,-73.1015625
Band 90,-77.6640625
Band 91,-79.609375
Band 92,-81.1171875
Band 93,-75.78125
Band 94,-81.8828125
Band 95,-89.203125
Band 96,-83.515625
Band 97,-91.3671875
Band 98,-101.1796875
Band 99,-102.046875
Band 100,-111.234375
Band 101,-112.6953125
Band 102,-111.6953125
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x9c\x818\x82>\x83\xc6\x84\xfe\x86\xc6\x87\x9a\x88\xa0\x8a\xc2\x8b\x00\x80\x00\x80\x00\x80$\x84|\x94v\x96\xde\x93\xaa\x9b\x96\xaa\x8c\xb5\xc8\xb9\xd2\xbd\x94\xbe*\xbed\xbd\xf6\xc6\x18\xc8\x14\xc8\xc2\xc9\xe2\xba4\xbe\xfc\xbd>\xbf\xe2\xc2\xf0\xc6\xd8\xc76\xcbX\xce\xa0\xce \xc1\x1e\xc2F\xc0\xf0\xcb\xb8\xcc\x8c\xc3\xa4\xbc\xa0\xce\xb4\xd3\x00\xc8\x8e\xba\x1a\xb9N\xc7\xf6\xbc$\xbe\x0c\xbd\x02\xbaR\xb8\x84\xbd\x84\xb9\x8a\xbdb\xb9\xf4\xba&\xc2\x14\xc4\x14\xbf\xc2\xba\xac\xb9\xb0\xc6&\xc9\xe0\xbef\xc0x\xba\xbe\xbd\x96\xba^\xb6\xf4\xb8\xe6\xb6V\xb2d\xb0\xe2\xae8\xb4\x1e\xae\xcc\xa6|\xac\xa2\xa4\xd2\x9a\xf4\x99\xc4\x90N\x8fN\x90'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-127.046875
Band 13,-126.421875
Band 14,-124.2734375
Band 15,-123.3515625
Band 16,-122.3125
Band 17,-120.0390625
Band 18,-118.359375
Band 19,-117.84375
Band 20,-116.6328125
Band 21,-113.765625
Band 22,-113.265625
Band 23,-128.0
Band 24,-128.0
Band 25,-127.9765625
Band 26,-124.8125
Band 27,-106.6015625
Band 28,-105.8125
Band 29,-109.0078125
Band 30,-101.2109375
Band 31,-86.2890625
Band 32,-75.328125
Band 33,-71.09375
Band 34,-67.0546875
Band 35,-66.296875
Band 36,-66.7109375
Band 37,-60.71875
Band 38,-56.5078125
Band 39,-56.78125
Band 40,-56.796875
Band 41,-55.1171875
Band 42,-69.9921875
Band 43,-66.671875
Band 44,-61.609375
Band 45,-54.0234375
Band 46,-52.1953125
Band 47,-57.359375
Band 48,-57.03125
Band 49,-53.6640625
Band 50,-50.53125
Band 51,-50.25
Band 52,-58.859375
Band 53,-62.7578125
Band 54,-64.6015625
Band 55,-52.9375
Band 56,-52.15625
Band 57,-61.3359375
Band 58,-68.234375
Band 59,-50.25
Band 60,-45.171875
Band 61,-56.875
Band 62,-70.3203125
Band 63,-71.7734375
Band 64,-57.5703125
Band 65,-67.9140625
Band 66,-65.1484375
Band 67,-60.8984375
Band 68,-64.265625
Band 69,-67.0234375
Band 70,-65.0390625
Band 71,-71.359375
Band 72,-67.3359375
Band 73,-71.4921875
Band 74,-69.921875
Band 75,-62.7265625
Band 76,-60.796875
Band 77,-63.6328125
Band 78,-70.1171875
Band 79,-71.203125
Band 80,-58.1875
Band 81,-55.7265625
Band 82,-66.0
Band 83,-64.4765625
Band 84,-66.9140625
Band 85,-63.9609375
Band 86,-70.2890625
Band 87,-69.140625
Band 88,-67.46875
Band 89,-70.796875
Band 90,-78.5390625
Band 91,-77.15625
Band 92,-76.4921875
Band 93,-76.6640625
Band 94,-82.7578125
Band 95,-86.8125
Band 96,-84.390625
Band 97,-92.2421875
Band 98,-101.8125
Band 99,-102.2734375
Band 100,-108.4921875
Band 101,-112.9609375
Band 102,-111.4140625
/meters,b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xf4\x80\x94\x81\xba\x83\xa6\x84\xb0\x85\xf6\x87\xa4\x89(\x8a^\x8b<\x8e\xbc\x8e\x00\x80\x00\x80\x06\x800\x83f\x950\x96\xfe\x92\xca\x9a\xb6\xa9\xac\xb4\xe8\xb8\xf2\xbc\xb4\xbdJ\xbdH\xc3~\xc78\xc74\xc7\xe2\xc8\x02\xbaT\xbdd\xc2\xfa\xc9\xce\xcb\xa4\xc6\xf8\xc6V\xcax\xcd\xc0\xcd$\xc5>\xc1f\xbf\x10\xcb\xd8\xcb\xaa\xc2\xc4\xbb\xc0\xcd\xd4\xd2 \xc7\xae\xb9:\xb8n\xc6\x16\xbc\xda\xbe\x1a\xc3\xbc\xbf\xfa\xbc\xf6\xbe\xa4\xb8\xaa\xbc\x82\xb8\x14\xbaF\xc14\xc3^\xc0\xe2\xb9\xcc\xb8\xd0\xc5F\xc8\x00\xbe\x86\xbf\x16\xbd\n\xc0\xb6\xb9\xdc\xba\x88\xbc4\xb9v\xb1\xd8\xb2\x82\xb3V\xb3>\xad0\xa9\x9c\xab\xc2\xa30\x9a\xba\x99\x82\x93\n\x8f\x96\x90'
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-126.265625
Band 15,-125.34375
Band 16,-124.3046875
Band 17,-122.03125
Band 18,-120.3515625
Band 19,-119.8359375
Band 20,-118.6171875
Band 21,-115.7578125
Band 22,-115.25
Band 23,-128.0
Band 24,-128.0
Band 25,-125.9453125
Band 26,-114.296875
Band 27,-104.625
Band 28,-93.0234375
Band 29,-82.9140625
Band 30,-76.109375
Band 31,-73.6328125
Band 32,-70.9765625
Band 33,-68.3203125
Band 34,-67.3359375
Band 35,-66.3203125
Band 36,-65.0
Band 37,-62.75
Band 38,-58.578125
Band 39,-58.859375
Band 40,-58.8671875
Band 41,-57.1875
Band 42,-60.0
Band 43,-57.15625
Band 44,-56.296875
Band 45,-55.0625
Band 46,-54.265625
Band 47,-59.4296875
Band 48,-59.1015625
Band 49,-55.734375
Band 50,-52.6015625
Band 51,-52.3203125
Band 52,-60.9296875
Band 53,-64.828125
Band 54,-66.671875
Band 55,-55.0078125
Band 56,-54.2265625
Band 57,-63.40625
Band 58,-70.3046875
Band 59,-52.3203125
Band 60,-47.2421875
Band 61,-58.9453125
Band 62,-72.390625
Band 63,-73.84375
Band 64,-59.640625
Band 65,-69.984375
Band 66,-67.21875
Band 67,-62.96875
Band 68,-66.3359375
Band 69,-69.09375
Band 70,-67.109375
Band 71,-73.4296875
Band 72,-69.40625
Band 73,-73.5625
Band 74,-71.9921875
Band 75,-64.796875
Band 76,-62.8671875
Band 77,-65.703125
Band 78,-72.1875
Band 79,-73.2734375
Band 80,-60.2578125
Band 81,-57.796875
Band 82,-68.0703125
Band 83,-66.46875
Band 84,-68.90625
Band 85,-65.953125
Band 86,-72.28125
Band 87,-71.1328125
Band 88,-69.4609375
Band 89,-72.78125
Band 90,-80.53125
Band 91,-79.1484375
Band 92,-78.484375
Band 93,-78.65625
Band 94,-84.75
Band 95,-88.6953125
Band 96,-86.3828125
Band 97,-94.234375
Band 98,-102.2421875
Band 99,-104.265625
Band 100,-108.1015625
Band 101,-111.9140625
Band 102,-111.2421875
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xbc\x81\xa8\x82\xb2\x83\xf8\x85\xa6\x87*\x88b\x89>\x8c\xc0\x8c\x00\x80\x00\x80\x0e\x82\xb4\x8d`\x97\xfa\xa2\x16\xad\xe4\xb3^\xb6\x06\xb9\xae\xbb\xaa\xbc\xae\xbd\x00\xbf@\xc1l\xc5$\xc5""\xc5\xd0\xc6\x00\xc4\xd8\xc6\xb4\xc7\xf0\xc8\xbc\xc9\x92\xc4\xe6\xc4D\xc8f\xcb\xae\xcb\x12\xc3,\xbfT\xbd\xfe\xc8\xc6\xc9\x98\xc0\xb2\xb9\xae\xcb\xc2\xd0\x0e\xc5\x9c\xb7(\xb6\\\xc4\x04\xba\xc8\xbc\x08\xc1\xaa\xbd\xe8\xba\xe4\xbc\x92\xb6\x98\xbap\xb6\x02\xb84\xbf""\xc1L\xbe\xd0\xb7\xba\xb6\xbe\xc34\xc6\xee\xbb\x88\xbd\x18\xbb\x0c\xbe\xb8\xb7\xde\xb8\x8a\xba8\xb7x\xaf\xda\xb0\x84\xb1X\xb1@\xabN\xa7\x9e\xa9\xc4\xa1\xc2\x99\xbc\x97\xe6\x93\x16\x90\xc2\x90'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-127.6953125
Band 14,-125.5546875
Band 15,-124.625
Band 16,-123.5859375
Band 17,-121.3125
Band 18,-119.6328125
Band 19,-119.1171875
Band 20,-117.90625
Band 21,-115.0390625
Band 22,-114.5390625
Band 23,-128.0
Band 24,-128.0
Band 25,-126.5546875
Band 26,-122.7578125
Band 27,-104.8515625
Band 28,-102.578125
Band 29,-93.1796875
Band 30,-84.4375
Band 31,-75.984375
Band 32,-70.65625
Band 33,-69.3125
Band 34,-66.6953125
Band 35,-65.6015625
Band 36,-64.28125
Band 37,-62.03125
Band 38,-57.859375
Band 39,-58.140625
Band 40,-58.1484375
Band 41,-56.46875
Band 42,-59.2890625
Band 43,-56.4375
Band 44,-55.578125
Band 45,-54.34375
Band 46,-53.546875
Band 47,-58.7109375
Band 48,-58.3828125
Band 49,-55.0234375
Band 50,-51.8828125
Band 51,-51.6015625
Band 52,-60.2109375
Band 53,-64.109375
Band 54,-65.9609375
Band 55,-54.296875
Band 56,-53.5078125
Band 57,-62.6875
Band 58,-69.5859375
Band 59,-51.6015625
Band 60,-46.5234375
Band 61,-58.2265625
Band 62,-71.671875
Band 63,-73.125
Band 64,-58.9296875
Band 65,-69.265625
Band 66,-66.5
Band 67,-62.25
Band 68,-65.625
Band 69,-68.375
Band 70,-66.3984375
Band 71,-72.7109375
Band 72,-68.6875
Band 73,-72.8515625
Band 74,-71.28125
Band 75,-64.0859375
Band 76,-62.1484375
Band 77,-64.984375
Band 78,-71.46875
Band 79,-72.5546875
Band 80,-59.5390625
Band 81,-57.078125
Band 82,-67.3515625
Band 83,-65.828125
Band 84,-68.2734375
Band 85,-65.3203125
Band 86,-71.640625
Band 87,-70.4921875
Band 88,-68.828125
Band 89,-72.1484375
Band 90,-79.890625
Band 91,-78.5078125
Band 92,-77.8515625
Band 93,-78.015625
Band 94,-84.109375
Band 95,-88.0546875
Band 96,-85.75
Band 97,-93.59375
Band 98,-101.6015625
Band 99,-103.625
Band 100,-107.4609375
Band 101,-111.28125
Band 102,-111.9609375
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80N\x80r\x82`\x83j\x84\xb0\x86^\x88\xe2\x88\x18\x8a\xf6\x8cv\x8d\x00\x80\x00\x80r\x81>\x85&\x97l\x99\xd2\xa2\x90\xab\x04\xb4X\xb9\xb0\xbaN\xbdf\xbe\xb8\xbf\xf8\xc1$\xc6\xdc\xc5\xda\xc5\x88\xc7\xb6\xc4\x90\xc7l\xc8\xa8\xc9t\xcaJ\xc5\x9e\xc5\xfa\xc8\x1e\xccf\xcc\xca\xc3\xe4\xbf\n\xbe\xb4\xc9~\xcaP\xc1j\xbaf\xccz\xd1\xc6\xc5T\xb8\xe0\xb6\x12\xc5\xbc\xba\x80\xbd\xc0\xc1`\xbe\xa0\xbb\x9a\xbdJ\xb7P\xbb&\xb7\xb8\xb8\xea\xbf\xda\xc1\x04\xbf\x88\xb8r\xb7v\xc4\xec\xc6\xa6\xbc,\xbe\xba\xbb\xae\xbe\\\xb8\x82\xb9,\xbb\xda\xb7\x1c\xb0~\xb1&\xb2\xfc\xb1\xe4\xab\xf2\xa7@\xaah\xa2f\x9a`\x98\x8a\x94\xb8\x90\n\x90'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-127.3828125
Band 15,-126.453125
Band 16,-125.421875
Band 17,-123.1484375
Band 18,-121.46875
Band 19,-120.9453125
Band 20,-119.734375
Band 21,-116.8671875
Band 22,-116.3671875
Band 23,-124.8984375
Band 24,-120.0546875
Band 25,-110.46875
Band 26,-101.0625
Band 27,-91.4296875
Band 28,-85.1640625
Band 29,-77.5859375
Band 30,-75.75
Band 31,-74.7421875
Band 32,-72.0859375
Band 33,-69.4296875
Band 34,-68.4453125
Band 35,-67.4375
Band 36,-66.109375
Band 37,-63.8671875
Band 38,-59.6953125
Band 39,-59.96875
Band 40,-59.984375
Band 41,-58.296875
Band 42,-61.1171875
Band 43,-58.2734375
Band 44,-57.40625
Band 45,-56.1796875
Band 46,-55.375
Band 47,-60.5390625
Band 48,-60.21875
Band 49,-56.8515625
Band 50,-53.71875
Band 51,-53.4375
Band 52,-62.046875
Band 53,-65.9375
Band 54,-67.7890625
Band 55,-56.125
Band 56,-55.34375
Band 57,-64.515625
Band 58,-71.421875
Band 59,-53.4375
Band 60,-48.3515625
Band 61,-60.0625
Band 62,-73.5078125
Band 63,-74.9609375
Band 64,-60.7578125
Band 65,-71.1015625
Band 66,-68.328125
Band 67,-64.0859375
Band 68,-67.453125
Band 69,-70.203125
Band 70,-68.2265625
Band 71,-74.546875
Band 72,-70.515625
Band 73,-74.6796875
Band 74,-73.109375
Band 75,-65.9140625
Band 76,-63.984375
Band 77,-66.8203125
Band 78,-73.3046875
Band 79,-74.390625
Band 80,-61.375
Band 81,-58.9140625
Band 82,-69.1875
Band 83,-67.5859375
Band 84,-70.0234375
Band 85,-67.0703125
Band 86,-73.390625
Band 87,-72.25
Band 88,-70.578125
Band 89,-73.8984375
Band 90,-81.640625
Band 91,-80.265625
Band 92,-79.6015625
Band 93,-79.7734375
Band 94,-85.8671875
Band 95,-89.8125
Band 96,-87.5
Band 97,-95.3515625
Band 98,-103.359375
Band 99,-105.3828125
Band 100,-109.21875
Band 101,-112.5390625
Band 102,-111.171875
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x9e\x80\x8c\x81\x94\x82\xda\x84\x88\x86\x0e\x87D\x88""\x8b\xa2\x8b\x1a\x83\xf2\x87\x88\x91\xf0\x9a\x92\xa4\xd6\xaaj\xb2@\xb4B\xb5\xea\xb7\x92\xba\x8e\xbb\x90\xbc\xe4\xbd""\xc0N\xc4\x08\xc4\x04\xc4\xb4\xc5\xe2\xc2\xba\xc5\x98\xc6\xd2\xc7\xa0\xc8v\xc3\xc8\xc3&\xc7H\xca\x90\xca\xf4\xc1\x10\xbe6\xbc\xe0\xc7\xa8\xc8|\xbf\x94\xb8\x90\xca\xa6\xcf\xf0\xc3~\xb6\n\xb5>\xc3\xe6\xb8\xac\xbb\xea\xbf\x8c\xbc\xcc\xb9\xc6\xbbt\xb5|\xb9R\xb5\xe4\xb6\x16\xbe\x04\xc0.\xbd\xb2\xb6\x9c\xb5\xa0\xc2\x16\xc5\xd0\xbaj\xbc\xfa\xb9\xee\xbc\x9c\xb6\xc0\xb7l\xb9\x1a\xb6\\\xae\xbc\xaff\xb0:\xb0""\xaa0\xa6\x80\xa8\xa6\xa0\xa4\x98\x9e\x96\xc8\x92v\x8f\xd4\x90'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-127.328125
Band 16,-126.296875
Band 17,-124.0234375
Band 18,-122.34375
Band 19,-121.828125
Band 20,-120.609375
Band 21,-117.7421875
Band 22,-117.2421875
Band 23,-117.71875
Band 24,-109.9453125
Band 25,-101.9375
Band 26,-95.03125
Band 27,-88.6171875
Band 28,-84.1015625
Band 29,-78.4609375
Band 30,-76.625
Band 31,-75.6171875
Band 32,-72.9609375
Band 33,-70.3046875
Band 34,-69.3203125
Band 35,-68.3125
Band 36,-66.984375
Band 37,-64.7421875
Band 38,-60.5703125
Band 39,-60.84375
Band 40,-60.859375
Band 41,-59.1796875
Band 42,-61.9921875
Band 43,-59.1484375
Band 44,-58.28125
Band 45,-57.0546875
Band 46,-56.2578125
Band 47,-61.421875
Band 48,-61.09375
Band 49,-57.7265625
Band 50,-54.59375
Band 51,-54.3125
Band 52,-62.921875
Band 53,-66.8125
Band 54,-68.6640625
Band 55,-57.0
Band 56,-56.21875
Band 57,-65.390625
Band 58,-72.296875
Band 59,-54.3125
Band 60,-49.234375
Band 61,-60.9375
Band 62,-74.3828125
Band 63,-75.8359375
Band 64,-61.6328125
Band 65,-71.9765625
Band 66,-69.203125
Band 67,-64.9609375
Band 68,-68.328125
Band 69,-71.0859375
Band 70,-69.1015625
Band 71,-75.421875
Band 72,-71.3984375
Band 73,-75.5546875
Band 74,-73.984375
Band 75,-66.7890625
Band 76,-64.859375
Band 77,-67.6953125
Band 78,-74.1796875
Band 79,-75.265625
Band 80,-62.25
Band 81,-59.7890625
Band 82,-70.0625
Band 83,-68.4609375
Band 84,-70.8984375
Band 85,-67.9453125
Band 86,-74.2734375
Band 87,-73.125
Band 88,-71.453125
Band 89,-74.7734375
Band 90,-82.5234375
Band 91,-81.140625
Band 92,-80.4765625
Band 93,-80.6484375
Band 94,-86.7421875
Band 95,-90.6875
Band 96,-88.375
Band 97,-96.2265625
Band 98,-104.234375
Band 99,-106.2578125
Band 100,-110.09375
Band 101,-113.3125
Band 102,-112.046875
/meters,"b'2\x00\x00\x00\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\x00\x80\xac\x80\xb4\x81\xfa\x83\xa8\x85,\x86d\x87B\x8a\xc2\x8aH\x8a\x0e\x92\x10\x9a\xf8\xa0b\xa7\xe6\xab\x8a\xb1`\xb3b\xb4\n\xb7\xb2\xb9\xae\xba\xb0\xbb\x04\xbdB\xbfn\xc3(\xc3$\xc3\xd2\xc4\x02\xc2\xda\xc4\xb8\xc5\xf2\xc6\xbe\xc7\x94\xc2\xe8\xc2F\xc6h\xc9\xb0\xc9\x14\xc10\xbdV\xbb\x00\xc7\xc8\xc7\x9c\xbe\xb4\xb7\xb0\xc9\xc4\xce\x10\xc3\x9e\xb5*\xb4^\xc2\x06\xb8\xcc\xba\n\xbf\xac\xbb\xea\xb8\xe6\xba\x94\xb4\x9a\xb8r\xb4\x04\xb66\xbd$\xbfN\xbc\xd2\xb5\xbc\xb4\xc0\xc16\xc4\xf0\xb9\x8a\xbb\x1a\xb9\x0e\xbc\xba\xb5\xe0\xb6\x8c\xb8:\xb5z\xad\xdc\xae\x86\xafZ\xafB\xa9P\xa5\xa0\xa7\xc6\x9f\xc4\x97\xbe\x95\xe8\x91\xb0\x8e\xf4\x8f'"
Band 1,0.1953125
Band 2,0.0
Band 3,-128.0
Band 4,-128.0
Band 5,-128.0
Band 6,-128.0
Band 7,-128.0
Band 8,-128.0
Band 9,-128.0
Band 10,-128.0
Band 11,-128.0
Band 12,-128.0
Band 13,-128.0
Band 14,-128.0
Band 15,-128.0
Band 16,-127.6484375
Band 17,-125.375
Band 18,-123.6953125
Band 19,-123.1796875
Band 20,-121.96875
Band 21,-119.1015625
Band 22,-116.2109375
Band 23,-111.953125
Band 24,-104.9765625
Band 25,-100.6484375
Band 26,-95.046875
Band 27,-89.9609375
Band 28,-85.4609375
Band 29,-79.8125
Band 30,-77.9765625
Band 31,-76.9765625
Band 32,-74.3203125
Band 33,-71.6640625
Band 34,-70.6796875
Band 35,-69.6640625
Band 36,-68.34375
Band 37,-66.09375
Band 38,-61.921875
Band 39,-62.203125
Band 40,-62.2109375
Band 41,-60.53125
Band 42,-63.34375
Band 43,-60.5
Band 44,-59.640625
Band 45,-58.40625
Band 46,-57.609375
Band 47,-62.7734375
Band 48,-62.4453125
Band 49,-59.0859375
Band 50,-55.9453125
Band 51,-55.6640625
Band 52,-64.2734375
Band 53,-68.171875
Band 54,-70.015625
Band 55,-58.359375
Band 56,-57.5703125
Band 57,-66.75
Band 58,-73.6484375
Band 59,-55.6640625
Band 60,-50.5859375
Band 61,-62.2890625
Band 62,-75.734375
Band 63,-77.1875
Band 64,-62.984375
Band 65,-73.328125
Band 66,-70.5625
Band 67,-66.234375
Band 68,-69.6015625
Band 69,-72.359375
Band 70,-70.375
Band 71,-76.6953125
Band 72,-72.671875
Band 73,-76.828125
Band 74,-75.2578125
Band 75,-68.0625
Band 76,-66.1328125
Band 77,-68.96875
Band 78,-75.453125
Band 79,-76.5390625
Band 80,-63.5234375
Band 81,-61.0625
Band 82,-71.3359375
Band 83,-69.8125
Band 84,-72.2578125
Band 85,-69.3046875
Band 86,-75.625
Band 87,-74.4765625
Band 88,-72.8125
Band 89,-76.1328125
Band 90,-83.875
Band 91,-82.4921875
Band 92,-81.828125
Band 93,-82.0
Band 94,-88.09375
Band 95,-92.0390625
Band 96,-89.734375
Band 97,-97.5859375
Band 98,-105.5859375
Band 99,-107.609375
Band 100,-111.4453125
Band 101,-114.4609375
Band 102,-113.0
